name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id
Ederson Santana de Moraes,GK,Man City,3.1,0,0,11,0,0.0,307,0.0,0.0,0.0,1.35,241,1,0,1.0,10.0,2023-02-25T17:30:00Z,90,3,0,0,0,0,25,1,1615686,1,4,1,0.0,2,-2226,54498,56724,54,False,0,25,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18442.0,2022.0,578089.0,0.0,0.0,0.0,0.0154438000172376,0.0154438000172376,6054.0
Angelo Ogbonna,DEF,West Ham,2.8,0,0,19,1,0.3,456,0.0,0.05,0.04,0.42,250,0,0,1.1,6.8,2023-02-25T15:00:00Z,90,16,0,0,0,0,25,0,10216,1,0,4,4.0,6,940,1330,390,44,True,0,25,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,1.0,18451.0,2022.0,577888.0,0.0,0.0,0.0431124009191989,0.5903589725494385,0.5903589725494385,528.0
Jarrod Bowen,MID,West Ham,3.8,1,0,26,1,31.2,465,0.51,0.81,0.3,0.42,250,0,0,8.8,26.4,2023-02-25T15:00:00Z,90,16,0,0,0,0,25,0,368899,1,0,4,30.0,6,33934,49779,15845,80,True,0,25,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,6.0,18451.0,2022.0,577894.0,2.0,0.0,0.3373109996318817,1.7935099601745603,0.9481559991836548,1776.0
Jan Bednarek,DEF,Southampton,1.7,0,0,19,0,0.0,410,0.0,0.0,0.0,0.86,245,1,0,3.0,30.2,2023-02-25T15:00:00Z,90,11,0,0,0,0,25,0,24701,1,0,1,0.0,2,3423,4035,612,42,False,0,25,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18446.0,2022.0,577843.0,0.0,0.0,0.0,0.1105310022830963,0.1105310022830963,6042.0
Naby Keita,MID,Liverpool,2.2,0,0,-3,0,11.0,287,0.0,0.0,0.0,0.45,242,0,0,1.3,2.2,2023-02-25T19:45:00Z,45,7,0,0,0,0,25,0,5438,1,0,0,0.0,0,32,236,204,47,False,1,25,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,0.0,18443.0,2022.0,578123.0,1.0,0.0,0.0,0.2206639945507049,0.0719268023967742,5247.0
Amadou Onana,MID,Everton,3.5,0,0,5,0,3.7,577,0.05,0.2,0.16,1.89,243,2,0,3.2,5.0,2023-02-25T15:00:00Z,81,2,0,0,0,0,25,0,29086,1,2,0,23.0,1,5952,8038,2086,48,True,1,25,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,1.0,18444.0,2022.0,577806.0,0.0,0.0,0.0724141970276832,0.256411999464035,0.1839980036020279,9667.0
Amadou Onana,MID,Everton,3.5,0,0,5,0,10.8,577,0.03,0.03,0.0,2.79,61,4,0,1.7,4.0,2023-03-01T19:45:00Z,90,1,0,0,0,0,25,0,29086,1,0,4,2.0,2,5952,8038,2086,48,False,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18269.0,2022.0,578957.0,1.0,0.0,0.0,0.9104920029640198,0.8688290119171143,9667.0
Alexandre Moreno Lopera,DEF,Aston Villa,1.8,0,0,6,0,0.4,694,0.0,0.0,0.0,0.44,243,0,0,1.2,9.8,2023-02-25T15:00:00Z,29,8,0,0,0,0,25,0,20042,0,2,0,2.0,1,4059,5607,1548,44,False,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18444.0,2022.0,577825.0,0.0,0.0,0.0,0.0422545000910759,0.0422545000910759,4120.0
Julián Álvarez,FWD,Man City,4.5,1,2,41,0,21.2,319,0.21,1.03,0.82,1.35,241,1,1,13.2,46.8,2023-02-25T17:30:00Z,90,3,0,0,0,0,25,0,195022,1,4,1,64.0,11,-5367,10632,15999,60,False,0,25,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,4.0,18442.0,2022.0,578096.0,1.0,1.0,1.0551600456237793,1.3588000535964966,0.1707939952611923,10846.0
Takehiro Tomiyasu,DEF,Arsenal,2.0,0,0,3,0,0.0,14,0.0,0.0,0.0,0.0,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,1,10,0,0,0,0,25,0,62362,0,1,0,0.0,1,-521,1062,1583,42,False,0,25,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18447.0,2022.0,577884.0,0.0,0.0,0.0,0.0,0.0,7931.0
Lucas Digne,DEF,Aston Villa,1.2,0,0,25,1,15.3,33,0.12,0.2,0.08,1.27,243,0,0,2.7,11.0,2023-02-25T15:00:00Z,60,8,0,0,0,0,25,0,149133,1,2,0,1.0,6,-3685,3135,6820,46,False,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,1.0,18444.0,2022.0,577817.0,1.0,0.0,0.0716297999024391,0.7901489734649658,0.4371240139007568,1823.0
Nathan Aké,DEF,Man City,3.9,0,0,22,1,3.3,308,0.02,0.12,0.1,1.16,241,0,0,2.6,11.6,2023-02-25T17:30:00Z,79,3,0,0,0,0,25,0,519423,1,4,1,11.0,6,-9476,48404,57880,51,False,0,25,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,2.0,18442.0,2022.0,578090.0,0.0,0.0,0.1020950004458427,0.9245759844779968,0.8895869851112366,579.0
Bukayo Saka,MID,Arsenal,13.6,0,0,6,1,25.6,13,0.05,0.17,0.11,0.02,246,0,0,5.4,8.2,2023-02-25T15:00:00Z,90,10,0,0,0,0,25,0,4442181,1,1,0,20.0,3,459003,472657,13654,84,False,0,25,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,2.0,18447.0,2022.0,577880.0,2.0,0.0,0.085086703300476,0.2331860065460205,0.051273800432682,7322.0
Bukayo Saka,MID,Arsenal,13.6,1,1,37,1,24.9,13,0.03,0.39,0.36,0.74,61,0,1,10.5,50.0,2023-03-01T19:45:00Z,81,8,0,0,0,0,25,0,4442181,1,0,4,30.0,12,459003,472657,13654,84,True,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,3.0,18269.0,2022.0,578943.0,2.0,1.0,0.5504840016365051,1.7436000108718872,0.9471099972724916,7322.0
Weston McKennie,MID,Leeds,1.9,0,0,17,1,30.4,720,0.1,0.17,0.07,0.37,245,0,0,4.9,14.4,2023-02-25T15:00:00Z,90,17,0,0,0,0,25,0,4624,1,0,1,4.0,3,-154,606,760,49,True,0,25,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,1.0,18446.0,2022.0,577832.0,2.0,0.0,0.0560115985572338,0.4020960032939911,0.3210499882698059,5360.0
Trent Alexander-Arnold,DEF,Liverpool,13.8,0,0,20,1,20.8,285,0.1,0.24,0.14,0.59,242,0,0,4.2,12.0,2023-02-25T19:45:00Z,70,7,0,0,0,0,25,0,2658056,1,0,0,9.0,6,525788,548201,22413,73,False,0,25,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,2.0,18443.0,2022.0,578119.0,1.0,0.0,0.178273007273674,0.1679989993572235,0.0719268023967742,1791.0
Trent Alexander-Arnold,DEF,Liverpool,13.8,0,1,33,1,38.3,285,0.21,0.25,0.04,0.93,67,0,0,6.0,17.2,2023-03-01T20:00:00Z,89,20,0,0,0,0,25,0,2658056,1,0,2,4.0,7,525788,548201,22413,73,True,0,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,1.0,18264.0,2022.0,578967.0,2.0,0.0,0.0204943995922803,0.8145959973335266,0.7941009998321533,1791.0
Kiernan Dewsbury-Hall,MID,Leicester,1.0,0,0,17,0,5.6,266,0.24,0.26,0.02,0.64,246,1,0,2.7,16.0,2023-02-25T15:00:00Z,90,1,0,0,0,0,25,0,65169,1,1,0,5.0,2,-109,1284,1393,49,True,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,1.0,18447.0,2022.0,577863.0,0.0,0.0,0.020346300676465,0.020346300676465,0.0,9739.0
Mohamed Salah,MID,Liverpool,13.0,0,0,11,1,36.7,283,0.33,0.5,0.18,0.6,242,0,0,7.2,8.2,2023-02-25T19:45:00Z,90,7,0,0,0,0,25,0,3704390,1,0,0,27.0,3,828723,851934,23211,127,False,0,25,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,3.0,18443.0,2022.0,578126.0,3.0,0.0,0.2653889954090118,0.7303079962730408,0.0,1250.0
Mohamed Salah,MID,Liverpool,13.0,0,0,24,1,20.4,283,0.12,0.83,0.72,0.93,67,0,1,8.6,38.2,2023-03-01T20:00:00Z,90,20,0,0,0,0,25,0,3704390,1,0,2,27.0,8,828723,851934,23211,127,True,0,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,2.0,18264.0,2022.0,578974.0,1.0,1.0,0.7125970125198364,0.9094690084457396,0.1968719959259033,1250.0
Thomas Partey,MID,Arsenal,2.2,0,0,3,0,0.3,6,0.0,0.0,0.0,0.0,246,0,0,0.1,0.2,2023-02-25T15:00:00Z,6,10,0,0,0,0,25,0,48104,0,1,0,0.0,1,-2536,200,2736,47,False,0,25,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18447.0,2022.0,577883.0,0.0,0.0,0.0,0.0,0.0,2328.0
Thomas Partey,MID,Arsenal,2.2,0,0,18,0,17.4,6,0.41,0.41,0.0,0.72,61,0,0,3.0,10.4,2023-03-01T19:45:00Z,45,8,0,0,0,0,25,0,48104,0,0,4,2.0,1,-2536,200,2736,47,True,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18269.0,2022.0,578946.0,1.0,0.0,0.0,1.3778899908065796,1.3778899908065796,2328.0
Gavin Bazunu,GK,Southampton,3.0,0,0,14,0,0.0,422,0.01,0.01,0.0,0.86,245,1,0,2.7,27.4,2023-02-25T15:00:00Z,90,11,0,0,0,0,25,3,73479,1,0,1,0.0,3,3494,5239,1745,45,False,0,25,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18446.0,2022.0,577840.0,0.0,0.0,0.0,0.0741669982671737,0.0741669982671737,10765.0
Ben Chilwell,DEF,Chelsea,1.2,0,0,18,0,22.2,139,0.02,0.1,0.08,0.71,249,2,0,3.9,13.6,2023-02-26T13:30:00Z,90,18,0,0,0,0,25,0,207952,1,0,2,3.0,1,1661,4179,2518,58,False,0,25,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,1.0,18450.0,2022.0,578336.0,1.0,0.0,0.0198915004730224,0.0914309024810791,0.0715392976999282,782.0
Dennis Praet,MID,Leicester,2.0,0,0,9,0,2.4,549,0.01,0.01,0.0,0.64,246,1,0,0.8,5.8,2023-02-25T15:00:00Z,76,1,0,0,0,0,25,0,2355,1,1,0,0.0,2,48,83,35,48,True,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18447.0,2022.0,577861.0,0.0,0.0,0.0,0.0,0.0,1234.0
Wout Faes,DEF,Leicester,0.5,0,0,16,0,0.3,612,0.0,0.0,0.0,0.64,246,1,0,1.6,15.8,2023-02-25T15:00:00Z,90,1,0,0,0,0,25,0,21086,1,1,0,0.0,2,38,2039,2001,42,True,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18447.0,2022.0,577859.0,0.0,0.0,0.0,0.0,0.0,8646.0
Mario Lemina,MID,Wolves,1.5,0,0,14,0,1.3,698,0.01,0.03,0.02,0.47,244,1,0,0.9,5.0,2023-02-24T20:00:00Z,90,9,0,0,0,0,25,0,928,1,1,1,3.0,2,357,427,70,45,False,0,25,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,1.0,18445.0,2022.0,577573.0,0.0,0.0,0.0208558999001979,0.2570700049400329,0.2362139970064163,1299.0
Mario Lemina,MID,Wolves,1.5,0,0,15,0,0.3,698,0.01,0.01,0.0,2.51,67,2,0,1.3,12.4,2023-03-01T20:00:00Z,90,12,0,0,0,0,25,0,928,1,0,2,0.0,2,357,427,70,45,False,0,25,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18264.0,2022.0,578986.0,0.0,0.0,0.0,0.0,0.0,1299.0
William Saliba,DEF,Arsenal,7.0,0,0,23,1,1.3,26,0.01,0.01,0.0,0.02,246,0,0,1.0,8.6,2023-02-25T15:00:00Z,90,10,0,0,0,0,25,0,3768591,1,1,0,0.0,6,-85233,69282,154515,53,False,0,25,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18447.0,2022.0,577875.0,0.0,0.0,0.0,0.2107470035552978,0.2107470035552978,6888.0
William Saliba,DEF,Arsenal,7.0,0,0,25,1,2.0,26,0.02,0.02,0.0,1.36,61,0,0,1.8,15.8,2023-03-01T19:45:00Z,90,8,0,0,0,0,25,0,3768591,1,0,4,0.0,6,-85233,69282,154515,53,True,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18269.0,2022.0,578938.0,0.0,0.0,0.0,1.559499979019165,1.559499979019165,6888.0
Craig Dawson,DEF,Wolves,7.5,0,0,15,0,0.5,459,0.0,0.06,0.05,0.47,244,1,0,1.9,13.0,2023-02-24T20:00:00Z,90,9,0,0,0,0,25,0,230235,1,1,1,5.0,2,65649,74965,9316,48,False,0,25,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,1.0,18445.0,2022.0,577570.0,0.0,0.0,0.0838136970996856,0.0686748027801513,0.0686748027801513,804.0
Craig Dawson,DEF,Wolves,7.5,0,0,16,0,0.3,459,0.0,0.0,0.0,2.51,67,2,0,2.0,19.6,2023-03-01T20:00:00Z,90,12,0,0,0,0,25,0,230235,1,0,2,0.0,1,65649,74965,9316,48,False,0,25,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18264.0,2022.0,578984.0,0.0,0.0,0.0,0.0,0.0,804.0
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2023-02-26T13:30:00Z,0,6,0,0,0,0,25,0,3342,0,0,2,0.0,0,-133,0,133,50,True,0,25,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7338.0
Willian Borges da Silva,MID,Fulham,4.0,0,0,5,0,22.5,614,0.01,0.01,0.0,0.8,244,1,0,3.3,8.0,2023-02-24T20:00:00Z,82,20,0,0,0,0,25,0,76423,1,1,1,2.0,2,30246,35591,5345,55,True,0,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,0.0,18445.0,2022.0,577562.0,2.0,0.0,0.0,0.051366601139307,0.0166580006480216,700.0
Emiliano Buendía Stati,MID,Aston Villa,3.5,0,0,19,0,21.8,42,0.03,0.25,0.23,0.44,243,0,1,8.2,39.2,2023-02-25T15:00:00Z,29,8,0,0,0,0,25,0,60208,0,2,0,21.0,6,3066,7587,4521,57,False,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,1.0,18444.0,2022.0,577824.0,2.0,1.0,0.3358849883079529,0.4047299921512604,0.0,2203.0
Son Heung-min,MID,Spurs,3.0,0,0,3,0,14.3,428,0.05,0.05,0.0,0.12,249,0,0,1.7,3.0,2023-02-26T13:30:00Z,11,6,0,0,0,0,25,0,649722,0,0,2,0.0,1,-450,11969,12419,116,True,0,25,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18450.0,2022.0,578331.0,1.0,0.0,0.0,0.0,0.0,453.0
Aaron Ramsdale,GK,Arsenal,8.0,0,0,20,1,0.0,15,0.0,0.0,0.0,0.02,246,0,0,0.3,3.2,2023-02-25T15:00:00Z,90,10,0,0,0,0,25,0,1372414,1,1,0,0.0,6,21834,73566,51732,49,False,0,25,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18447.0,2022.0,577872.0,0.0,0.0,0.0,0.1435800045728683,0.1435800045728683,5603.0
Aaron Ramsdale,GK,Arsenal,8.0,0,0,30,1,0.0,15,0.0,0.0,0.0,1.36,61,0,0,4.0,39.8,2023-03-01T19:45:00Z,90,8,0,0,0,0,25,5,1372414,1,0,4,0.0,7,21834,73566,51732,49,True,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18269.0,2022.0,578935.0,0.0,0.0,0.0,0.0,0.0,5603.0
Tyrick Mitchell,DEF,Crystal Palace,2.0,0,0,25,1,1.8,170,0.01,0.01,0.0,0.9,242,0,0,1.5,13.4,2023-02-25T19:45:00Z,90,12,0,0,0,0,25,0,65221,1,0,0,0.0,6,-3967,475,4442,44,True,0,25,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18443.0,2022.0,578109.0,0.0,0.0,0.0,0.4223180115222931,0.4223180115222931,8214.0
Max Kilman,DEF,Wolves,6.7,0,0,8,0,0.3,484,0.0,0.18,0.18,0.47,244,1,0,1.3,8.4,2023-02-24T20:00:00Z,90,9,0,0,0,0,25,0,661667,1,1,1,4.0,2,149106,170264,21158,44,False,0,25,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,1.0,18445.0,2022.0,577569.0,0.0,0.0,0.3221290111541748,0.0,0.0,7332.0
Max Kilman,DEF,Wolves,6.7,0,0,13,0,0.0,484,0.0,0.0,0.0,2.51,67,2,0,1.5,15.0,2023-03-01T20:00:00Z,90,12,0,0,0,0,25,0,661667,1,0,2,0.0,1,149106,170264,21158,44,False,0,25,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18264.0,2022.0,578983.0,0.0,0.0,0.0,0.0,0.0,7332.0
Dwight McNeil,MID,Everton,5.5,0,0,14,0,62.7,534,0.38,0.53,0.15,1.94,243,2,0,10.7,24.8,2023-02-25T15:00:00Z,90,2,0,0,0,0,25,0,91496,1,2,0,19.0,2,46958,49994,3036,51,True,0,25,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,2.0,18444.0,2022.0,577808.0,4.0,0.0,0.1579079926013946,0.4073889851570129,0.3018679916858673,6756.0
Dwight McNeil,MID,Everton,5.5,0,0,21,0,11.2,534,0.34,0.39,0.04,2.79,61,4,0,5.1,20.6,2023-03-01T19:45:00Z,90,1,0,0,0,0,25,0,91496,1,0,4,19.0,2,46958,49994,3036,51,False,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,1.0,18269.0,2022.0,578960.0,1.0,0.0,0.0385316982865333,0.776764988899231,0.0569478012621402,6756.0
Harry Souttar,DEF,Leicester,1.0,0,0,8,0,0.4,727,0.03,0.03,0.0,0.64,246,1,0,1.0,9.6,2023-02-25T15:00:00Z,90,1,0,0,0,0,25,0,4515,1,1,0,0.0,2,948,1245,297,45,True,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18447.0,2022.0,577858.0,0.0,0.0,0.0,0.0,0.0,6329.0
Harry Toffolo,DEF,Nott'm Forest,0.2,0,0,3,0,1.0,523,0.01,0.05,0.04,0.42,250,2,0,2.2,4.2,2023-02-25T15:00:00Z,13,19,0,0,0,0,25,0,8610,0,0,4,17.0,0,-35,52,87,43,False,0,25,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,1.0,18451.0,2022.0,577916.0,0.0,0.0,0.0316453985869884,0.0316453985869884,0.0316453985869884,10758.0
Jefferson Lerma Solís,MID,Bournemouth,1.1,0,0,28,0,3.5,64,0.03,0.29,0.26,2.38,241,4,1,6.7,34.8,2023-02-25T17:30:00Z,90,13,0,0,0,0,25,0,43987,1,4,1,29.0,7,-923,15,938,48,True,0,25,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,4.0,18442.0,2022.0,578082.0,0.0,1.0,0.4824860095977783,0.440073013305664,0.0,2182.0
Ezri Konsa Ngoyo,DEF,Aston Villa,1.8,0,1,27,1,0.1,44,0.0,0.0,0.0,1.71,243,0,0,2.7,25.2,2023-02-25T15:00:00Z,90,8,0,0,0,0,25,0,40398,1,2,0,2.0,7,1108,3523,2415,44,False,0,25,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18444.0,2022.0,577815.0,0.0,0.0,0.0,1.1260299682617188,1.1260299682617188,7726.0
Benoît Badiashile,DEF,Chelsea,2.2,0,0,0,0,0.0,689,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2023-02-26T13:30:00Z,0,18,0,0,0,0,25,0,109265,0,0,2,0.0,0,-7935,10165,18100,50,False,0,25,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7240.0
Chris Mepham,DEF,Bournemouth,-1.3,0,0,4,0,0.7,71,0.0,0.23,0.23,2.38,241,4,0,2.0,15.4,2023-02-25T17:30:00Z,90,13,1,0,0,0,25,0,11469,1,4,1,4.0,-3,-195,98,293,43,True,1,25,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18442.0,2022.0,578079.0,0.0,0.0,0.0,0.0338628999888896,0.0338628999888896,7384.0
Denis Zakaria,MID,Chelsea,0.2,0,0,4,0,11.8,616,0.01,0.01,0.0,0.49,249,1,0,1.8,6.2,2023-02-26T13:30:00Z,28,18,0,0,0,0,25,0,4126,0,0,2,0.0,1,-8,93,101,49,False,0,25,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,18450.0,2022.0,578345.0,1.0,0.0,0.0,0.0591611005365848,0.0379632003605365,6147.0
Roberto Firmino,FWD,Liverpool,2.6,0,0,4,0,0.7,279,0.02,0.02,0.0,0.01,242,0,0,0.2,1.4,2023-02-25T19:45:00Z,19,7,0,0,0,0,25,0,354604,0,0,0,0.0,1,33987,42992,9005,80,False,0,25,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,0.0,18443.0,2022.0,578129.0,0.0,0.0,0.0,0.0,0.0,482.0
Roberto Firmino,FWD,Liverpool,2.6,0,0,3,0,0.2,279,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,1,20,0,0,0,0,25,0,354604,0,0,2,0.0,1,33987,42992,9005,80,True,0,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,0.0,18264.0,2022.0,578977.0,0.0,0.0,0.0,0.0,0.0,482.0
João Palhinha Gonçalves,MID,Fulham,2.0,0,0,11,0,2.4,220,0.02,0.07,0.05,0.8,244,1,0,2.5,13.2,2023-02-24T20:00:00Z,90,20,0,0,0,0,25,0,34912,1,1,1,9.0,1,892,2639,1747,49,True,1,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,2.0,18445.0,2022.0,577558.0,0.0,0.0,0.032397698611021,0.5156499743461609,0.498991996049881,10715.0
Bernd Leno,GK,Fulham,6.2,0,0,9,0,0.0,2,0.0,0.0,0.0,0.8,244,1,0,1.3,13.0,2023-02-24T20:00:00Z,90,20,0,0,0,0,25,1,442547,1,1,1,0.0,2,103514,118268,14754,45,True,0,25,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,0.0,18445.0,2022.0,577553.0,0.0,0.0,0.0,0.4692690074443817,0.4692690074443817,181.0
Kyle Walker-Peters,DEF,Southampton,-0.3,0,0,7,0,0.2,409,0.0,0.0,0.0,0.34,245,1,0,1.4,13.4,2023-02-25T15:00:00Z,19,11,0,0,0,0,25,0,71348,0,0,1,0.0,1,-223,1387,1610,44,False,0,25,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18446.0,2022.0,577855.0,0.0,0.0,0.0,0.0,0.0,885.0
Joe Rothwell,MID,Bournemouth,-0.7,0,0,2,0,2.2,505,0.01,0.01,0.0,0.5,241,0,0,0.2,0.2,2023-02-25T17:30:00Z,31,13,0,0,0,0,25,0,684,0,4,1,0.0,1,-4,23,27,49,True,0,25,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18442.0,2022.0,578086.0,0.0,0.0,0.0,0.0338628999888896,0.0338628999888896,561.0
Alex Iwobi,MID,Everton,5.9,0,0,13,0,41.2,186,0.38,0.66,0.28,1.63,243,1,0,7.5,11.2,2023-02-25T15:00:00Z,69,2,0,0,0,0,25,0,542138,1,2,0,23.0,2,258765,270935,12170,54,True,0,25,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,2.0,18444.0,2022.0,577805.0,2.0,0.0,0.1613979935646057,0.2278809994459152,0.1055210009217262,500.0
Alex Iwobi,MID,Everton,5.9,0,0,9,0,5.5,186,0.04,0.04,0.0,2.79,61,4,0,1.7,9.4,2023-03-01T19:45:00Z,90,1,0,0,0,0,25,0,542138,1,0,4,2.0,2,258765,270935,12170,54,False,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18269.0,2022.0,578956.0,0.0,0.0,0.0,0.0986101999878883,0.0986101999878883,500.0
Joel Matip,DEF,Liverpool,5.8,0,1,27,1,12.3,276,0.61,0.68,0.07,0.6,242,0,0,5.8,25.0,2023-02-25T19:45:00Z,90,7,0,0,0,0,25,0,118009,1,0,0,21.0,6,18566,22821,4255,59,False,1,25,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,1.0,18443.0,2022.0,578120.0,1.0,0.0,0.0504684001207351,0.0889735966920852,0.0889735966920852,332.0
Saïd Benrahma,MID,West Ham,3.8,2,1,31,1,36.1,464,0.34,0.38,0.04,0.37,250,0,0,11.8,44.6,2023-02-25T15:00:00Z,82,16,0,0,0,0,25,0,89851,1,0,4,37.0,10,2056,4590,2534,55,True,0,25,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,1.0,18451.0,2022.0,577896.0,3.0,0.0,0.036429900676012,1.0478099584579468,0.0222637001425027,3585.0
Victor Kristiansen,DEF,Leicester,1.0,0,0,10,0,1.1,709,0.01,0.01,0.0,0.64,246,1,0,1.6,14.8,2023-02-25T15:00:00Z,90,1,0,0,0,0,25,0,2714,1,1,0,0.0,2,822,1094,272,45,True,0,25,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18447.0,2022.0,577860.0,0.0,0.0,0.0,0.0,0.0,11367.0
Hakim Ziyech,MID,Chelsea,0.8,0,0,1,0,1.5,135,0.01,0.05,0.04,0.22,249,1,0,0.1,0.0,2023-02-26T13:30:00Z,61,18,0,0,0,0,25,0,48281,1,0,2,7.0,1,-1009,1684,2693,55,False,1,25,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,2.0,18450.0,2022.0,578339.0,0.0,0.0,0.0255417004227638,0.0936795994639396,0.0681378990411758,8992.0
