name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id
Taiwo Awoniyi,FWD,Nott'm Forest,1.3,0,0,6,0,0.4,397,0.0,0.0,0.0,0.0,7,1,0,0.4,3.2,2022-08-06T14:00:00Z,27,15,0,0,0,0,1,0,91393,0,0,2,0.0,1,0,0,0,60,False,0,1,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,18206.0,2022.0,539480.0,0.0,0.0,0.0,0.0,0.0,7814.0
Levi Colwill,DEF,Brighton,1.4,0,0,3,0,0.1,559,0.0,0.0,0.0,0.0,9,0,0,0.0,0.2,2022-08-07T13:00:00Z,1,14,0,0,0,0,1,0,2027,0,2,1,0.0,1,0,0,0,45,False,0,1,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18209.0,2022.0,539822.0,0.0,0.0,0.0,0.0,0.0,10805.0
Moussa Djenepo,MID,Southampton,1.1,1,0,16,0,12.2,418,0.0,0.0,0.0,0.0,8,4,0,4.7,22.6,2022-08-06T14:00:00Z,71,18,0,0,0,0,1,0,2795,0,1,4,12.0,5,0,0,0,50,False,0,1,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,1.0,18207.0,2022.0,539503.0,1.0,0.0,0.08541289716959,0.0449635982513427,0.0,7701.0
Morgan Gibbs-White,MID,Wolves,2.5,0,0,9,0,23.6,493,0.0,0.0,0.0,0.0,5,2,0,4.8,11.6,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,13163,0,1,2,13.0,2,0,0,0,55,False,0,1,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,2.0,18205.0,2022.0,539448.0,1.0,0.0,0.1650580018758773,0.1255819946527481,0.0,6857.0
Ryan Christie,MID,Bournemouth,1.5,0,0,1,0,0.3,69,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,4,2,0,0,0,0,1,0,6183,0,0,2,0.0,1,0,0,0,55,True,0,1,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,0.0,18204.0,2022.0,539409.0,0.0,0.0,0.0,0.0,0.0,10744.0
Matty Cash,DEF,Aston Villa,2.8,0,0,15,0,11.0,43,0.0,0.0,0.0,0.0,2,2,0,3.4,13.2,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,1603398,0,0,2,10.0,1,0,0,0,50,False,0,1,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,1.0,18204.0,2022.0,539411.0,0.0,0.0,0.0168405994772911,0.1767890006303787,0.1599490046501159,8864.0
Bernardo Veiga de Carvalho e Silva,MID,Man City,3.4,0,0,3,0,2.7,311,0.0,0.0,0.0,0.0,10,0,0,0.9,4.4,2022-08-07T15:30:00Z,12,19,0,0,0,0,1,0,644299,0,2,0,2.0,1,0,0,0,70,False,0,1,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18211.0,2022.0,540090.0,0.0,0.0,0.0,0.0995682030916214,0.0995682030916214,3635.0
Vitalii Mykolenko,DEF,Everton,1.4,0,0,4,0,15.7,194,0.0,0.0,0.0,0.0,3,1,0,3.3,15.8,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,23854,0,1,0,1.0,1,0,0,0,45,True,1,1,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,1.0,18208.0,2022.0,539612.0,1.0,0.0,0.0891024023294448,0.0891024023294448,0.0,10291.0
Kyle Walker,DEF,Man City,3.3,0,0,24,1,7.7,299,0.0,0.0,0.0,0.0,10,0,0,1.4,6.6,2022-08-07T15:30:00Z,90,19,0,0,0,0,1,0,733920,0,2,0,0.0,6,0,0,0,50,False,0,1,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18211.0,2022.0,540078.0,0.0,0.0,0.0,1.0688199996948242,1.0688199996948242,638.0
Dominic Solanke,FWD,Bournemouth,1.3,0,0,2,1,0.6,66,0.0,0.0,0.0,0.0,2,0,0,4.8,4.4,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,102656,0,0,2,43.0,2,0,0,0,60,True,0,1,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,3.0,18204.0,2022.0,539405.0,0.0,0.0,0.1862969994544983,0.4485790133476257,0.2622810006141662,1679.0
Vitaly Janelt,MID,Brentford,2.0,0,0,14,0,23.7,86,0.0,0.0,0.0,0.0,6,2,0,4.1,15.2,2022-08-07T13:00:00Z,90,10,0,0,0,0,1,0,4785,0,2,2,2.0,2,0,0,0,55,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18210.0,2022.0,539842.0,2.0,0.0,0.0,0.1891680061817169,0.052352599799633,9680.0
Robert Sánchez,GK,Brighton,1.7,0,1,19,0,0.0,113,0.0,0.0,0.0,0.0,9,1,0,4.0,40.0,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,5,892941,0,2,1,0.0,4,0,0,0,45,False,0,1,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18209.0,2022.0,539808.0,0.0,0.0,0.0,0.0161285996437072,0.0161285996437072,9098.0
Edouard Mendy,GK,Chelsea,3.6,0,0,28,1,0.0,147,0.0,0.0,0.0,0.0,3,0,0,2.8,27.8,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,3,1595369,0,1,0,0.0,7,0,0,0,50,False,0,1,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18208.0,2022.0,539621.0,0.0,0.0,0.0,0.3928180038928985,0.3928180038928985,6880.0
Pierre-Emile Højbjerg,MID,Spurs,2.5,0,0,16,0,26.9,433,0.0,0.0,0.0,0.0,8,1,0,4.7,19.8,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,74064,0,1,4,0.0,2,0,0,0,55,True,0,1,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,0.0,18207.0,2022.0,539488.0,2.0,0.0,0.0,0.6401559710502625,0.4710170030593872,343.0
Declan Rice,MID,West Ham,0.6,0,0,10,0,1.3,467,0.0,0.0,0.0,0.0,10,2,0,2.5,19.8,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,501042,0,2,0,4.0,2,0,0,0,50,True,0,1,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,1.0,18211.0,2022.0,540067.0,0.0,0.0,0.060419600456953,0.060419600456953,0.0,5553.0
Daniel Amartey,DEF,Leicester,1.9,0,0,16,0,13.3,257,0.0,0.0,0.0,0.0,6,2,0,2.5,10.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,23381,0,2,2,1.0,1,0,0,0,45,True,0,1,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,1.0,18210.0,2022.0,539825.0,1.0,0.0,0.0110977999866008,0.1905509978532791,0.1624960005283355,759.0
Anthony Gordon,MID,Everton,1.5,0,0,5,0,1.4,195,0.0,0.0,0.0,0.0,3,1,0,1.6,2.2,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,104719,0,1,0,12.0,2,0,0,0,55,True,0,1,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,1.0,18208.0,2022.0,539617.0,0.0,0.0,0.0435560010373592,0.0699139013886451,0.0263577997684478,8150.0
David Raya Martin,GK,Brentford,2.2,0,0,15,0,0.0,81,0.0,0.0,0.0,0.0,6,2,0,2.0,19.8,2022-08-07T13:00:00Z,90,10,0,0,0,0,1,3,495719,0,2,2,0.0,2,0,0,0,45,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18210.0,2022.0,539835.0,0.0,0.0,0.0,0.0155373997986316,0.0155373997986316,9676.0
Aaron Hickey,DEF,Brentford,2.3,0,0,8,0,2.2,510,0.0,0.0,0.0,0.0,6,2,0,0.4,1.8,2022-08-07T13:00:00Z,83,10,0,0,0,0,1,0,25558,0,2,2,0.0,1,0,0,0,50,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18210.0,2022.0,539836.0,0.0,0.0,0.0,0.0,0.0,8942.0
Rúben Nascimento Vinagre,DEF,Everton,1.4,0,0,3,0,1.1,531,0.0,0.0,0.0,0.0,3,0,0,0.6,4.6,2022-08-06T16:30:00Z,20,6,0,0,0,0,1,0,4684,0,1,0,0.0,1,0,0,0,45,True,0,1,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18208.0,2022.0,539618.0,0.0,0.0,0.0,0.0,0.0,6856.0
Solly March,MID,Brighton,1.1,1,0,15,0,2.8,107,0.0,0.0,0.0,0.0,9,1,0,3.2,10.2,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,7192,0,2,1,19.0,5,0,0,0,50,False,0,1,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,1.0,18209.0,2022.0,539816.0,0.0,0.0,0.0536298006772995,0.1895830035209655,0.1359529942274093,6049.0
Brenden Aaronson,MID,Leeds,1.5,0,0,4,0,2.0,246,0.0,0.0,0.0,0.0,5,1,0,2.2,3.6,2022-08-06T14:00:00Z,84,20,0,0,0,0,1,0,85765,0,1,2,16.0,2,0,0,0,55,True,0,1,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,1.0,18205.0,2022.0,539432.0,0.0,0.0,0.0281607005745172,0.0281607005745172,0.0,10751.0
Danny Ward,GK,Leicester,1.0,0,0,11,0,0.0,254,0.0,0.0,0.0,0.0,6,2,0,1.0,9.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,1,1983925,0,2,2,0.0,1,0,0,0,40,True,0,1,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,0.0,18210.0,2022.0,539823.0,0.0,0.0,0.0,0.0745968967676162,0.0745968967676162,473.0
Joachim Andersen,DEF,Crystal Palace,1.4,0,0,20,0,12.2,165,0.0,0.0,0.0,0.0,1,2,0,5.6,37.4,2022-08-05T19:00:00Z,90,1,0,0,0,0,1,0,218564,0,2,0,6.0,1,0,0,0,45,True,0,1,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18202.0,2022.0,539124.0,1.0,0.0,0.0,0.1448480039834976,0.1448480039834976,6314.0
Jack Stephens,DEF,Southampton,1.4,0,0,5,0,2.5,404,0.0,0.0,0.0,0.0,8,2,0,1.5,12.2,2022-08-06T14:00:00Z,45,18,0,0,0,0,1,0,4265,0,1,4,0.0,0,0,0,0,45,False,0,1,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,18207.0,2022.0,539511.0,0.0,0.0,0.0,0.0452122017741203,0.0452122017741203,1735.0
Wilfred Ndidi,MID,Leicester,1.6,0,0,12,0,5.1,265,0.0,0.0,0.0,0.0,6,2,0,1.5,9.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,24916,0,2,2,0.0,2,0,0,0,50,True,0,1,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,0.0,18210.0,2022.0,539830.0,0.0,0.0,0.0,0.0987590998411178,0.0987590998411178,5545.0
Ederson Santana de Moraes,GK,Man City,5.0,0,1,26,1,0.0,307,0.0,0.0,0.0,0.0,10,0,0,1.4,14.4,2022-08-07T15:30:00Z,90,19,0,0,0,0,1,1,1240294,0,2,0,0.0,7,0,0,0,55,False,0,1,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18211.0,2022.0,540077.0,0.0,0.0,0.0,0.872793972492218,0.872793972492218,6054.0
Jarrod Bowen,MID,West Ham,1.8,0,0,5,0,0.7,465,0.0,0.0,0.0,0.0,10,2,0,2.9,6.6,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,547187,0,2,0,22.0,2,0,0,0,85,True,0,1,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,1.0,18211.0,2022.0,540068.0,0.0,0.0,0.039106398820877,0.0,0.0,1776.0
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,499,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,1014,0,2,2,0.0,0,0,0,0,40,False,0,1,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0
Jan Bednarek,DEF,Southampton,1.4,0,0,18,0,21.0,410,0.0,0.0,0.0,0.0,8,4,0,4.0,14.6,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,42818,0,1,4,4.0,0,0,0,0,45,False,0,1,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,18207.0,2022.0,539502.0,2.0,0.0,0.0,0.0452122017741203,0.0452122017741203,6042.0
Bryan Mbeumo,FWD,Brentford,1.8,0,0,13,0,15.8,95,0.0,0.0,0.0,0.0,6,2,0,5.1,11.8,2022-08-07T13:00:00Z,90,10,0,0,0,0,1,0,219038,0,2,2,23.0,2,0,0,0,60,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,2.0,18210.0,2022.0,539843.0,1.0,0.0,0.136815994977951,0.3224999904632568,0.0,6552.0
Amad Diallo,MID,Man Utd,1.5,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,12198,0,2,1,0.0,0,0,0,0,45,True,0,1,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8127.0
Marcus Rashford,MID,Man Utd,2.8,0,0,-1,0,13.0,335,0.0,0.0,0.0,0.0,9,2,0,5.0,1.8,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,0,964460,0,2,1,35.0,2,0,0,0,65,True,0,1,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,3.0,18209.0,2022.0,539802.0,1.0,0.0,0.3988189995288849,0.5413050055503845,0.1424860060214996,556.0
Julián Álvarez,FWD,Man City,3.0,0,0,1,0,1.0,319,0.0,0.0,0.0,0.0,10,0,0,0.9,0.0,2022-08-07T15:30:00Z,12,19,0,0,0,0,1,0,227813,0,2,0,8.0,1,0,0,0,65,False,0,1,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,1.0,18211.0,2022.0,540089.0,0.0,0.0,0.0807129964232444,0.0995682030916214,0.0188551004976034,10846.0
Lucas Digne,DEF,Aston Villa,2.8,0,0,11,0,22.4,33,0.0,0.0,0.0,0.0,2,2,0,4.4,13.2,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,342130,0,0,2,8.0,1,0,0,0,50,False,0,1,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18204.0,2022.0,539414.0,1.0,0.0,0.0,0.1808149963617324,0.0920630022883415,1823.0
Shandon Baptiste,MID,Brentford,1.0,0,0,5,0,0.3,94,0.0,0.0,0.0,0.0,6,0,0,0.5,4.2,2022-08-07T13:00:00Z,17,10,0,0,0,0,1,0,26794,0,2,2,0.0,1,0,0,0,45,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18210.0,2022.0,539847.0,0.0,0.0,0.0,0.0,0.0,9914.0
Nathan Aké,DEF,Man City,3.3,0,1,26,1,0.6,308,0.0,0.0,0.0,0.0,10,0,0,3.1,26.2,2022-08-07T15:30:00Z,90,19,0,0,0,0,1,0,56953,0,2,0,4.0,7,0,0,0,50,False,0,1,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,1.0,18211.0,2022.0,540079.0,0.0,0.0,0.0135402996093034,1.0524499416351318,1.0524499416351318,579.0
Bukayo Saka,MID,Arsenal,3.2,1,0,10,1,7.6,13,0.0,0.0,0.0,0.0,1,0,0,4.5,1.8,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,1772492,0,2,0,36.0,6,0,0,0,80,False,0,1,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,3.0,18202.0,2022.0,539144.0,0.0,0.0,0.2325789928436279,0.3414109945297241,0.1088330000638961,7322.0
Lloyd Kelly,DEF,Bournemouth,1.4,1,3,40,1,14.1,73,0.0,0.0,0.0,0.0,2,0,0,6.6,49.6,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,8029,0,0,2,2.0,12,0,0,0,45,True,0,1,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,0.0,18204.0,2022.0,539399.0,1.0,0.0,0.0,0.0,0.0,8090.0
Trent Alexander-Arnold,DEF,Liverpool,5.5,0,0,13,0,20.9,285,0.0,0.0,0.0,0.0,4,2,0,3.5,12.2,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,4694983,0,2,2,2.0,1,0,0,0,75,False,0,1,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18203.0,2022.0,539197.0,1.0,0.0,0.0,0.7647609710693359,0.7478830218315125,1791.0
Kiernan Dewsbury-Hall,MID,Leicester,1.6,0,3,34,0,15.3,266,0.0,0.0,0.0,0.0,6,1,1,6.7,42.4,2022-08-07T13:00:00Z,72,4,0,0,0,0,1,0,62732,0,2,2,9.0,10,0,0,0,50,True,0,1,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,1.0,18210.0,2022.0,539831.0,1.0,1.0,0.0265736002475023,0.174016997218132,0.1342079937458038,9739.0
Mohamed Salah,MID,Liverpool,5.5,1,2,34,0,20.0,283,0.0,0.0,0.0,0.0,4,2,1,8.5,39.6,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,4848340,0,2,2,25.0,12,0,0,0,130,False,0,1,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,2.0,18203.0,2022.0,539204.0,1.0,1.0,0.3917770087718963,1.1039700508117676,0.7121890187263489,1250.0
Thomas Partey,MID,Arsenal,2.1,0,0,17,1,12.9,6,0.0,0.0,0.0,0.0,1,0,0,4.6,22.6,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,39617,0,2,0,10.0,3,0,0,0,50,False,0,1,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,1.0,18202.0,2022.0,539142.0,1.0,0.0,0.0490261018276214,0.2667500078678131,0.2177239954471588,2328.0
Gavin Bazunu,GK,Southampton,1.7,0,0,20,0,0.0,422,0.0,0.0,0.0,0.0,8,4,0,3.4,33.6,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,5,57701,0,1,4,0.0,1,0,0,0,45,False,0,1,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,18207.0,2022.0,539498.0,0.0,0.0,0.0,0.0,0.0,10765.0
Cameron Archer,FWD,Aston Villa,1.5,0,0,3,0,1.3,54,0.0,0.0,0.0,0.0,2,0,0,0.3,0.0,2022-08-06T14:00:00Z,8,3,0,0,0,0,1,0,617143,0,0,2,2.0,1,0,0,0,45,False,0,1,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18204.0,2022.0,539424.0,0.0,0.0,0.0,0.0,0.0,9912.0
Ben Chilwell,DEF,Chelsea,3.5,1,0,27,1,4.7,139,0.0,0.0,0.0,0.0,3,0,0,1.0,3.2,2022-08-06T16:30:00Z,64,8,0,0,0,0,1,0,280300,0,1,0,2.0,9,0,0,0,60,False,0,1,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18208.0,2022.0,539626.0,0.0,0.0,0.0,0.142316997051239,0.142316997051239,782.0
Lewis Dunk,DEF,Brighton,1.4,0,0,9,0,0.1,106,0.0,0.0,0.0,0.0,9,1,0,1.6,12.2,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,147708,0,2,1,4.0,2,0,0,0,45,False,0,1,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,1.0,18209.0,2022.0,539810.0,0.0,0.0,0.0235031004995107,0.0,0.0,6048.0
William Saliba,DEF,Arsenal,2.4,0,2,30,1,0.1,26,0.0,0.0,0.0,0.0,1,0,0,2.2,22.2,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,163701,0,2,0,0.0,8,0,0,0,45,False,0,1,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,0.0,18202.0,2022.0,539140.0,0.0,0.0,0.0,0.0788868963718414,0.0788868963718414,6888.0
Emiliano Buendía Stati,MID,Aston Villa,2.7,0,0,8,0,15.8,42,0.0,0.0,0.0,0.0,2,1,0,2.3,4.8,2022-08-06T14:00:00Z,45,3,0,0,0,0,1,0,42305,0,0,2,2.0,1,0,0,0,60,False,0,1,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18204.0,2022.0,539421.0,1.0,0.0,0.0,0.0,0.0,2203.0
Son Heung-min,MID,Spurs,4.2,1,0,23,0,52.5,428,0.0,0.0,0.0,0.0,8,1,0,14.5,36.2,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,1929156,0,1,4,56.0,5,0,0,0,120,True,0,1,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,4.0,18207.0,2022.0,539491.0,4.0,0.0,0.4375819861888885,0.7098309993743896,0.1651590019464492,453.0
Aaron Ramsdale,GK,Arsenal,3.6,0,0,25,1,0.0,15,0.0,0.0,0.0,0.0,1,0,0,1.9,19.0,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,2,1128297,0,2,0,0.0,6,0,0,0,50,False,0,1,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,0.0,18202.0,2022.0,539137.0,0.0,0.0,0.0,0.0576273016631603,0.0576273016631603,5603.0
Tyrick Mitchell,DEF,Crystal Palace,1.4,0,0,11,0,1.9,170,0.0,0.0,0.0,0.0,1,2,0,1.6,13.8,2022-08-05T19:00:00Z,90,1,0,0,0,0,1,0,74150,0,2,0,0.0,1,0,0,0,45,True,0,1,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18202.0,2022.0,539126.0,0.0,0.0,0.0,0.1512890011072158,0.1512890011072158,8214.0
Max Kilman,DEF,Wolves,2.4,0,0,20,0,0.5,484,0.0,0.0,0.0,0.0,5,2,0,3.1,24.8,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,71840,0,1,2,6.0,1,0,0,0,45,False,0,1,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,1.0,18205.0,2022.0,539443.0,0.0,0.0,0.0610519014298915,0.0284064002335071,0.0284064002335071,7332.0
Dwight McNeil,MID,Everton,1.5,0,0,20,0,15.9,534,0.0,0.0,0.0,0.0,3,1,0,3.3,14.6,2022-08-06T16:30:00Z,60,6,0,0,0,0,1,0,33086,0,1,0,2.0,2,0,0,0,55,True,0,1,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18208.0,2022.0,539616.0,1.0,0.0,0.0,0.1253910064697265,0.1253910064697265,6756.0
Harry Toffolo,DEF,Nott'm Forest,1.4,0,0,11,0,1.7,523,0.0,0.0,0.0,0.0,7,2,0,1.0,8.6,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,7659,0,0,2,0.0,1,0,0,0,45,False,0,1,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,18206.0,2022.0,539473.0,0.0,0.0,0.0,0.1177269965410232,0.1177269965410232,10758.0
Jefferson Lerma Solís,MID,Bournemouth,1.1,0,2,30,1,0.2,64,0.0,0.0,0.0,0.0,2,0,1,5.9,42.0,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,3496,0,0,2,17.0,10,0,0,0,50,True,0,1,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,1.0,18204.0,2022.0,539398.0,0.0,1.0,0.1018690019845962,0.0,0.0,2182.0
Ezri Konsa Ngoyo,DEF,Aston Villa,2.4,0,0,16,0,1.3,44,0.0,0.0,0.0,0.0,2,2,0,2.2,20.8,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,22328,0,0,2,0.0,1,0,0,0,45,False,0,1,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18204.0,2022.0,539413.0,0.0,0.0,0.0,0.0601992011070251,0.0601992011070251,7726.0
Chris Mepham,DEF,Bournemouth,1.4,0,1,29,1,0.1,71,0.0,0.0,0.0,0.0,2,0,0,3.7,37.0,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,4990,0,0,2,0.0,7,0,0,0,45,True,0,1,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,0.0,18204.0,2022.0,539400.0,0.0,0.0,0.0,0.0,0.0,7384.0
Alex Mighten,MID,Nott'm Forest,1.1,0,0,1,0,0.3,395,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,7,15,0,0,0,0,1,0,2367,0,0,2,0.0,1,0,0,0,50,False,0,1,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,18206.0,2022.0,539481.0,0.0,0.0,0.0,0.0,0.0,10761.0
Josh Dasilva,MID,Brentford,1.0,0,0,20,0,1.4,83,0.0,0.0,0.0,0.0,6,0,1,4.7,38.6,2022-08-07T13:00:00Z,31,10,0,0,0,0,1,0,84191,0,2,2,7.0,6,0,0,0,45,False,0,1,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,1.0,18210.0,2022.0,539849.0,0.0,1.0,0.0348103009164333,0.0348103009164333,0.0,10405.0
Roberto Firmino,FWD,Liverpool,4.1,0,0,4,0,4.2,279,0.0,0.0,0.0,0.0,4,1,0,1.8,7.4,2022-08-06T11:30:00Z,50,9,0,0,0,0,1,0,109701,0,2,2,6.0,1,0,0,0,80,False,0,1,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18203.0,2022.0,539205.0,0.0,0.0,0.0,0.0168778002262115,0.0168778002262115,482.0
Thiago Alcántara do Nascimento,MID,Liverpool,3.5,0,0,8,0,16.8,277,0.0,0.0,0.0,0.0,4,1,0,2.3,6.4,2022-08-06T11:30:00Z,50,9,0,0,0,0,1,0,175766,0,2,2,0.0,1,0,0,0,55,False,0,1,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18203.0,2022.0,539202.0,1.0,0.0,0.0,0.0782658979296684,0.0168778002262115,229.0
João Palhinha Gonçalves,MID,Fulham,0.1,0,0,10,0,1.2,220,0.0,0.0,0.0,0.0,4,2,0,5.4,15.0,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,11496,0,2,2,38.0,2,0,0,0,50,True,0,1,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,2.0,18203.0,2022.0,539187.0,0.0,0.0,0.1265240013599395,0.0,0.0,10715.0
